"X","airt","rh","parr","bar","datetime_posx","UNIQUE_REMARK","SECONDS","NDX","REMARK","DATE","TIME","H2O","CO2","CH4","CAVITY_P","CAVITY_T","LASER_PHASE_P","LASER_T","RESIDUAL","RING_DOWN_TIME","THERMAL_ENCLOSURE_T","PHASE_ERROR","LASER_T_SHIFT","INPUT_VOLTAGE","CHK","ERROR","ERROR_comment","TEMPORAL_CHECK","PLOT","SPECIES","DBH","OLD_TAG","DEPTH1","DEPTH2","DEPTH3","DEPTH4","MEAN_DEPTH","RADIUS","VOLUME_CYLINDER","VOLUME_CAP","VOLUME_TUBES","VOLUME_CM3","VOLUME","roll_cor","vol_system","pres_torr","nmol","surfarea","CO2_ln_R2","CH4_ln_R2","CO2_ln_slope","CH4_ln_slope","CO2_SE","CH4_SE","index_CO2_ln_R2","CO2_R2_Remark_Rank","CO2_flux_umolpm2ps","CH4_flux_nmolpm2ps"
8,24,76,962,1013,"2025-07-02 10:46:00",8,1751467619,23577,903,"2025-07-02","10:46:59",25099.795,441.44516,2029.6047,40.2495,55.0003,27.1955,36.4074,0.00477677,11.322,54.4998,39.75,-0.199447,16.0219,68,FALSE,NA,204,"E5","ro",34.78,NA,4.8,5.1,5,4.8,4.925,5.08,399.2854935,19.79203372,28.88,447.9575272,0.4479575272,0.994315519418921,0.4759575272,759.812806,0.0195149775821271,0.00810731966555996,0.994729677994164,0.276457500990524,0.643788235065296,0.00411556821340225,0.0148110495929312,0.00210438113940859,"1356:1415",1,1.54965062353548,0.00990650729654097
9,25.3,67,1045,1013,"2025-07-02 11:10:00",9,1751469035,29241,288,"2025-07-02","11:10:35",24694.027,454.89832,2026.828,40.268,55.0003,27.1496,36.4074,0.00469033,11.3221,54.5005,15,-0.199447,15.9207,60,FALSE,NA,205,"D2","hem",24.94,NA,3.2,3.2,3.9,3.8,3.525,5.08,285.7830182,19.79203372,28.88,334.4550519,0.3344550519,0.994996755591717,0.3624550519,759.812806,0.0147964716341316,0.00810731966555996,0.993356379435682,0.541364769702654,0.594100293136981,0.00839452903584796,0.0116433112249116,0.00185162023692499,"1555:1614",1,1.08427797322131,0.0153206504596657
10,25.3,67,1045,1013,"2025-07-02 11:15:00",10,1751469344,30477,583,"2025-07-02","11:15:44",25615.625,467.24442,2021.9982,40.2737,55.001,27.1562,36.4074,0.00482442,11.3187,54.5005,168.5,-0.199447,15.8999,47,FALSE,NA,202,"D2","rm",22.11,NA,2.8,2.6,3.9,3.9,3.3,5.08,267.541549,19.79203372,28.88,316.2135827,0.3162135827,0.938091028500647,0.3442135827,759.812806,0.0140518016945961,0.00810731966555996,0.99594692368539,0.649568967892969,0.336650431786608,0.00766839399834294,0.00488758346938008,0.00128183988627386,"1811:1870",1,0.583490635994164,0.0132910451574384
11,25.3,67,1045,1013,"2025-07-02 11:21:00",11,1751469666,31765,386,"2025-07-02","11:21:06",26325.064,480.04575,2026.1508,40.2758,55.001,27.1742,36.4074,0.00493831,11.3162,54.5005,-178,-0.199447,15.872,171,FALSE,NA,209,"C2","ro",42.74,NA,5.2,5,4.8,4.4,4.85,5.08,393.2050038,19.79203372,28.88,441.8770375,0.4418770375,0.864069307277944,0.4698770375,759.812806,0.0191817501796518,0.00810731966555996,0.983031423106484,0.86626143050022,0.388034272020007,0.0152893498193942,0.0158382076188313,0.00186633586338589,"2073:2132",1,0.91808103961283,0.0361742845654362
12,25.6,60,1121,1013,"2025-07-02 11:23:00",12,1751469817,32369,380,"2025-07-02","11:23:37",26394.947,432.74429,2036.8671,40.2811,55.001,27.1623,36.4074,0.00491914,11.3162,54.5005,134.25,-0.199447,15.8583,80,FALSE,NA,205,"C2","rm",21.72,NA,4.5,3.8,2.9,3,3.55,5.08,287.8098481,19.79203372,28.88,336.4818818,0.3364818818,0.915496150684472,0.3644818818,759.812806,0.0148642712692125,0.00810731966555996,0.959577061207164,0.996404569245772,0.44205321783829,0.259016346207288,0.0218424272528508,0.00374573552955799,"2172:2231",1,0.810477348424967,0.474890517705948
13,25.6,60,1121,1013,"2025-07-02 11:31:00",13,1751470313,34353,529,"2025-07-02","11:31:53",26085.703,440.13376,2032.6268,40.2799,55.0003,27.1656,36.4074,0.00493447,11.317,54.5005,25.5,-0.199447,15.8026,208,FALSE,NA,202,"D1","rm",26.17,NA,5.2,5.3,5.2,4.9,5.15,5.08,417.5269628,19.79203372,28.88,466.1989965,0.4661989965,0.797507732588586,0.4941989965,759.812806,0.0201543843789181,0.00810731966555996,0.981444974463808,0.96109567233654,0.203383310086136,0.0291184606835226,0.00912833047753953,0.00191232763938731,"2442:2501",1,0.50560056551681,0.0723870123970984
14,25.6,60,1121,1013,"2025-07-02 11:37:00",14,1751470635,35641,544,"2025-07-02","11:37:15",26381.719,595.7832,2030.9335,40.2803,55.0003,27.1631,36.4074,0.00497414,11.3158,54.5005,92.75,-0.199447,15.7653,35,FALSE,NA,275,"D1","ro",35.85,NA,3.5,3.1,3.9,3.8,3.575,5.08,289.836678,19.79203372,28.88,338.5087118,0.3385087118,0.937851527447606,0.3665087118,759.812806,0.0149469292899289,0.00810731966555996,0.996354130975348,0.494801214115366,0.91866379494304,0.00709468185608311,0.0134527464033194,0.0017354391161769,"2707:2766",1,1.69367970558281,0.0130799959064019
15,25.6,57,955,1013,"2025-07-02 11:41:00",15,1751470875,36601,362,"2025-07-02","11:41:15",26545.471,472.93423,2025.0597,40.2852,55.0003,27.1951,36.4074,0.00500458,11.3156,54.5005,52.25,-0.199447,15.7374,43,FALSE,NA,184,"C1","ro",42.68,NA,5.2,5.2,4.9,4.8,5.025,5.08,407.3928132,19.79203372,28.88,456.0648469,0.4560648469,0.885262554145473,0.4840648469,759.812806,0.0197410942916489,0.00810731966555996,0.99156122733417,0.5978809172174,0.501892643512086,0.0076702667407629,0.0148037122375717,0.00201122376296578,"2913:2972",1,1.22209440463363,0.0186768827698667
16,25.6,57,955,1013,"2025-07-02 11:45:00",16,1751471135,37641,366,"2025-07-02","11:45:35",26516.34,444.67111,2030.2487,40.2803,55.0003,27.212,36.4074,0.00517805,11.316,54.4998,-564,-0.199447,15.708,62,FALSE,NA,203,"C1","ro",37.11,NA,5,5.2,5,5.1,5.075,5.08,411.446473,19.79203372,28.88,460.1185067,0.4601185067,0.767112239027292,0.4881185067,759.812806,0.0199064103249253,0.00810731966555996,0.975272099797336,0.937197879334842,0.375996455959989,0.0200694359544414,0.019302614117808,0.0016749750049124,"3124:3183",1,0.923207674276438,0.0492777445048882
17,25.6,57,955,1013,"2025-07-02 11:49:00",17,1751471370,38581,356,"2025-07-02","11:49:30",27233.1,618.81165,2026.4368,40.2881,55.0003,27.1861,36.4074,0.00508599,11.3129,54.5005,25.75,-0.199447,15.6802,227,FALSE,NA,189,"C1","ro",39.63,NA,4.9,4,5.3,5.1,4.825,5.08,391.1781739,19.79203372,28.88,439.8502076,0.4398502076,0.91344777888768,0.4678502076,759.812806,0.019079830154465,0.00810731966555996,0.992092744803678,0.376517927201075,0.482192057238122,0.00516382050570266,0.0133027063224861,0.0020533997453175,"3295:3354",1,1.13479459716111,0.01215257597594
18,25.6,57,955,1013,"2025-07-02 11:52:00",18,1751471568,39373,217,"2025-07-02","11:52:48",26646.602,457.42413,2025.5725,40.2885,55.0003,27.1939,36.4074,0.00500225,11.3158,54.5005,79.25,-0.199447,15.6496,81,FALSE,NA,187,"C1","hem",35.65,NA,3.6,3.6,3,3.1,3.325,5.08,269.5683789,19.79203372,28.88,318.2404126,0.3182404126,0.984756839019109,0.3462404126,759.812806,0.0141203491153904,0.00810731966555996,0.992422958585113,0.553575827393477,0.652337313142541,0.0087143956654707,0.0130355028865212,0.0017896854498951,"3436:3495",1,1.13616225615204,0.0151776806888238
19,25.4,59,991,1013,"2025-07-02 11:58:00",19,1751471906,40725,351,"2025-07-02","11:58:26",25626.535,473.03406,2029.329,40.2831,55.0003,27.182,36.4074,0.00489348,11.3196,54.5,60,-0.199447,15.6076,170,FALSE,NA,190,"C1","hem",27.31,NA,5,4.9,5.2,5,5.025,5.08,407.3928132,19.79203372,28.88,456.0648469,0.4560648469,0.923716874647212,0.4840648469,759.812806,0.0197543189403118,0.00810731966555996,0.989594531297524,0.373480730510656,0.543479926090581,0.00500589608224543,0.0178302098791796,0.00207436756782497,"3684:3743",1,1.3242447862587,0.0121973811160811
20,25.4,59,991,1013,"2025-07-02 12:03:00",20,1751472212,41949,318,"2025-07-02","12:03:32",25539.771,510.07751,2031.3716,40.2836,55.001,27.1927,36.4074,0.00481911,11.3186,54.5005,26.5,-0.199447,15.5711,204,FALSE,NA,193,"H1","rm",25.94,NA,4.8,4.9,4,3.8,4.375,5.08,354.6952354,19.79203372,28.88,403.3672691,0.4033672691,0.978810057544128,0.4313672691,759.812806,0.0176037707939017,0.00810731966555996,0.998231408385246,0.375189619298836,1.13505416449014,0.00482791608779729,0.0136216326280535,0.00177632666703409,"3848:3907",1,2.46459177318844,0.0104830611999686
21,25.4,59,991,1013,"2025-07-02 12:07:00",21,1751472447,42889,309,"2025-07-02","12:07:27",26037.172,491.77325,2026.9365,40.2889,55.0003,27.1878,36.4074,0.00490453,11.3182,54.5013,28.75,-0.199447,15.544,35,FALSE,NA,185,"H1","ro",39.76,NA,5,4.9,5.1,5.3,5.075,5.08,411.446473,19.79203372,28.88,460.1185067,0.4601185067,0.973572353472111,0.4881185067,759.812806,0.0199197457195493,0.00810731966555996,0.997180080132947,0.227585826289402,0.878962969713812,0.00315085579327729,0.0150797680508168,0.00187272295890907,"4040:4099",1,2.15961866262365,0.007741676508412
22,26.2,60,1327,1013,"2025-07-02 12:12:00",22,1751472761,44145,302,"2025-07-02","12:12:41",26511.547,492.89478,2027.4597,40.2918,55.0003,27.1808,36.4072,0.00501279,11.3156,54.5005,-115.75,-0.199447,15.504,109,FALSE,NA,198,"H1","ro",41.4,NA,4.9,5,5.2,5.2,5.075,5.08,411.446473,19.79203372,28.88,460.1185067,0.4601185067,0.933784688324441,0.4881185067,759.812806,0.0198665110558591,0.00810731966555996,0.997531492668946,0.793203843940052,0.682768627952211,0.0120387079744311,0.0109284298778543,0.00197783024964631,"4290:4349",1,1.6730844539691,0.0295001473900531
23,26.2,60,1327,1013,"2025-07-02 12:17:00",23,1751473022,45189,677,"2025-07-02","12:17:02",25266.26,460.45724,2023.9777,40.2848,54.9995,27.1898,36.4074,0.0048885,11.3205,54.5005,-194.75,-0.199447,15.4707,127,FALSE,NA,205,"E1","hem",31.4,NA,5,4.9,5.2,4.7,4.95,5.08,401.3123234,19.79203372,28.88,449.9843572,0.4499843572,0.919750554399549,0.4779843572,759.812806,0.0194540493476469,0.00810731966555996,0.963848742226143,0.0946271612471114,0.363546371769938,0.00209416504585352,0.0221837926503316,0.00204096449837282,"4471:4530",1,0.87235354572415,0.0050250874302164
24,26.2,60,1327,1013,"2025-07-02 12:20:00",24,1751473206,45925,678,"2025-07-02","12:20:06",25444.211,459.93494,2020.4089,40.2877,55.0003,27.1767,36.4074,0.00483363,11.3204,54.5005,17.25,-0.199447,15.4503,57,FALSE,NA,195,"E1","hem",18.16,NA,3.4,3.3,4.4,3.7,3.7,5.08,299.9708276,19.79203372,28.88,348.6428613,0.3486428613,0.909323470640473,0.3766428613,759.812806,0.0153294322288946,0.00810731966555996,0.994500486731449,0.764930674311016,0.899180037510421,0.0121286607390916,0.0166012603120168,0.00166930066458702,"4614:4673",1,1.70018205957083,0.0229330395860636
25,26.3,63,866,1012,"2025-07-02 12:27:00",25,1751473641,47665,933,"2025-07-02","12:27:21",25470.449,467.45898,2023.1467,40.2885,55.001,27.1804,36.4074,0.00488507,11.3192,54.5005,-5.5,-0.199447,15.4047,238,FALSE,NA,197,"F1","rm",21.9,NA,5.3,4.9,5,5,5.05,5.08,409.4196431,19.79203372,28.88,458.0916768,0.4580916768,0.887306548655831,0.4860916768,759.062744,0.0197578883238091,0.00810731966555996,0.99090631119393,0.935105097253127,0.564886009169211,0.0355551986662985,0.0173166467488443,0.00299728073821287,"4847:4906",1,1.37665161178477,0.0866495554090195
26,26.3,63,866,1012,"2025-07-02 12:31:00",26,1751473903,48713,236,"2025-07-02","12:31:43",25371.273,540.11902,2019.9094,40.2881,55.001,27.175,36.4074,0.00482593,11.3203,54.4998,-3.75,-0.199447,15.3734,213,FALSE,NA,196,"F1","hem",17.21,NA,3.1,3,4,4,3.525,5.08,285.7830182,19.79203372,28.88,334.4550519,0.3344550519,0.836310339001624,0.3624550519,759.062744,0.0147325016650864,0.00810731966555996,0.994267374798285,0.475840616706833,0.596605913587108,0.00509225896083272,0.0108093091599343,0.00127525376212801,"5059:5118",1,1.084143462686,0.00925357784252823
27,26.3,63,866,1012,"2025-07-02 12:36:00",27,1751474210,49941,165,"2025-07-02","12:36:50",26648.277,561.57501,2015.1475,40.2971,55.001,27.173,36.4074,0.00501594,11.3157,54.4998,-18.75,-0.199447,15.3431,25,FALSE,NA,170,"G1","rm",17.61,NA,5,4.6,5.2,5.3,5.025,5.08,407.3928132,19.79203372,28.88,456.0648469,0.4560648469,0.996672440217521,0.4840648469,759.062744,0.0196755049366275,0.00810731966555996,0.999260657266394,0.834678014026406,1.12441119227563,0.0155169435954576,0.00974637825979544,0.00220062779403381,"5279:5338",1,2.72881283544287,0.0376577849286902
28,25.8,64,896,1012,"2025-07-02 12:40:00",28,1751474406,50725,175,"2025-07-02","12:40:06",25018.164,619.16724,2010.8683,40.2872,55.0005,27.1726,36.4074,0.00476057,11.3215,54.5005,-110.5,-0.199447,15.3204,87,FALSE,NA,197,"G1","ro",35.21,NA,5.5,5,5.4,5.4,5.325,5.08,431.7147722,19.79203372,28.88,480.3868059,0.4803868059,0.977114753825663,0.5083868059,759.062744,0.0206986667309105,0.00810731966555996,0.998431232306061,0.720563257775396,2.12833935898861,0.0128325646012794,0.028282135202456,0.00267898471261237,"5425:5484",1,5.43382879906985,0.032762613162166
29,25.8,64,896,1012,"2025-07-02 12:43:00",29,1751474599,51497,176,"2025-07-02","12:43:19",23733.164,508.90515,2021.3975,40.279,55.0003,27.18,36.4074,0.00465559,11.3266,54.4998,-220.25,-0.199447,15.3027,27,FALSE,NA,209,"G1","rm",24.44,NA,5,4.9,5.1,5.1,5.025,5.08,407.3928132,19.79203372,28.88,456.0648469,0.4560648469,0.990166521934187,0.4840648469,759.062744,0.0197084126217532,0.00810731966555996,0.999468533755655,0.102760138280885,2.20420749569325,-0.00198069463740687,0.0162243051921926,0.00186818472939188,"5561:5620",1,5.35829751645586,-0.00481495103215622
30,25.8,64,896,1012,"2025-07-02 12:48:00",30,1751474895,52681,153,"2025-07-02","12:48:15",23678.516,488.66162,2030.0557,40.2836,55.0003,27.1693,36.4074,0.00460891,11.3267,54.5005,27.25,-0.199447,15.269,30,FALSE,NA,183,"G1","rm",19.32,NA,5.2,5.3,5.3,5.2,5.25,5.08,425.6342824,19.79203372,28.88,474.3063162,0.4743063162,0.98297432161781,0.5023063162,759.062744,0.0204511032056569,0.00810731966555996,0.997899059587809,0.216568180304943,1.26471543234232,0.00409033898305456,0.0192212587496935,0.00257684340510725,"5787:5846",1,3.19030541530193,0.0103180765208908
1,26.8,66,1484,1020,"2025-07-15 10:29:00",1,1752589749,22697,411,"2025-07-15","10:29:09",27606.822,532.7738,2024.8083,38.8181,55.001,28.5814,36.4082,0.00536589,11.575,54.4998,-42.5,-0.198648,16.0513,223,FALSE,NA,330,"BGS","rm",28.7,2,4.8,4.9,4.8,4.7,4.8,5.08,389.1513439,19.79203372,28.88,437.8233777,0.4378233777,0.860962543965129,0.4658233777,765.06324,0.019051919247809,0.00810731966555996,0.991784680670474,0.970689395323791,0.399207169769384,0.0396644484579186,0.0112111276458706,0.00212677283371789,"156:215",1,0.93812296484394,0.0932100743775169
2,27.5,64,1511,1020,"2025-07-15 10:39:00",2,1752590345,25081,412,"2025-07-15","10:39:05",29137.727,763.21503,2162.584,38.8321,55.001,28.5953,36.4062,0.00557208,11.569,54.5005,-8.25,-0.200246,16.0266,153,FALSE,NA,208,"BGS","bg",19.4,1,3.7,4.3,3.3,4.1,3.85,5.08,312.1318071,19.79203372,28.88,360.8038408,0.3608038408,0.966044556001967,0.3888038408,765.06324,0.0158648385373552,0.00810731966555996,0.999505280160362,0.999909761220841,0.89296709863851,1.13552146707419,0.00510466136793979,0.00277176185019404,"423:482",1,1.74740597675595,2.22204939165779
3,27.5,64,1511,1020,"2025-07-15 10:43:00",3,1752590586,26045,413,"2025-07-15","10:43:06",28046.787,542.63409,2035.6143,38.8337,55.001,28.6089,36.406,0.00536834,11.5744,54.5005,73.5,-0.200246,16.0133,167,FALSE,NA,220,"BGS","rm",26,3,3.3,3.1,3.6,4.4,3.6,5.08,291.863508,19.79203372,28.88,340.5355417,0.3405355417,0.98664307968982,0.3685355417,765.06324,0.0150378063455263,0.00810731966555996,0.997948022217327,0.994380968584814,1.42907993942762,0.120310133370387,0.0157827283957881,0.00220267148771025,"588:647",1,2.65071913627384,0.223156426742842
4,27.5,64,1511,1020,"2025-07-15 10:49:00",4,1752590944,27477,452,"2025-07-15","10:49:04",29060.664,472.55624,2140.1599,38.8419,55.0008,28.6015,36.4062,0.005662,11.5709,54.5005,-348.25,-0.200246,15.9976,89,FALSE,NA,241,"BGS","bg",27.2,4,5,5,5.5,5.5,5.25,5.08,425.6342824,19.79203372,28.88,474.3063162,0.4743063162,0.943885861789718,0.5023063162,765.06324,0.020496218829551,0.00810731966555996,0.993975595315256,0.999466419516802,0.58992889302584,0.95720439288692,0.0152458390422939,0.00734180765909626,"838:897",1,1.49140680078232,2.41992070259175
5,27.8,63,1539,1020,"2025-07-15 10:57:00",5,1752591458,29533,432,"2025-07-15","10:57:38",27723.965,437.27206,2043.509,38.8411,55.0003,28.59,36.4062,0.00541171,11.5768,54.5005,-74.5,-0.200246,15.9752,183,FALSE,NA,212,"BGS","hem",31,5,5.9,5.5,5.5,5.2,5.525,5.08,447.9294115,19.79203372,28.88,496.6014452,0.4966014452,0.830698316287868,0.5246014452,765.06324,0.0213846158574598,0.00810731966555996,0.980368151819907,0.866826400351193,0.355988095582108,0.0254466379549868,0.0174474366699294,0.00345448709404722,"1094:1153",1,0.938987111386616,0.06712040476742
6,27.8,63,1539,1020,"2025-07-15 11:03:00",6,1752591790,30861,433,"2025-07-15","11:03:10",28823.945,476.90591,2022.3037,38.8509,55.0003,28.5797,36.4062,0.00556307,11.5727,54.5005,15.25,-0.200246,15.9568,74,FALSE,NA,206,"BGS","hem",29.1,6,5.3,5,5,5.3,5.15,5.08,417.5269628,19.79203372,28.88,466.1989965,0.4661989965,0.926107674734986,0.4941989965,765.06324,0.0201453041999638,0.00810731966555996,0.99255118951549,0.768498782676781,0.42268891636566,0.0122514781883978,0.0119473173867148,0.00219394670953848,"1364:1423",1,1.05030973902657,0.0304428300826656
7,27.8,64,1573,1020,"2025-07-15 11:08:00",7,1752592081,32025,414,"2025-07-15","11:08:01",27733.752,472.41272,2490.7024,38.8477,55.0003,28.5851,36.4062,0.0053547,11.5758,54.5007,-63.25,-0.200246,15.9403,56,FALSE,NA,194,"BGS","bg",27.8,32,4,3.6,4,4.6,4.05,5.08,328.3464465,19.79203372,28.88,377.0184802,0.3770184802,0.933377900791506,0.4050184802,765.06324,0.0165099900000222,0.00810731966555996,0.990256933761341,0.998991883962758,0.673321338427342,2.67907998055016,0.017858779526526,0.0227570245029634,"1491:1550",1,1.37117185738465,5.4557591797002
8,27.8,64,1573,1020,"2025-07-15 11:14:00",8,1752592480,33621,436,"2025-07-15","11:14:40",28404.127,621.59656,2067.5642,38.8509,55.0003,28.5826,36.4062,0.00547768,11.5734,54.5005,-48,-0.200246,15.9042,217,FALSE,NA,193,"BGS","hem",19.5,30,2.9,3.2,3.9,3.3,3.325,5.08,269.5683789,19.79203372,28.88,318.2404126,0.3182404126,0.683291393751483,0.3462404126,765.06324,0.0141139874575766,0.00810731966555996,0.928190034089247,0.96671884613344,0.136506684912475,0.0512923701028081,0.00867933123024679,0.00217550604946954,"1718:1777",1,0.2376437242156,0.0892946002087129
9,27.8,64,1573,1020,"2025-07-15 11:18:00",9,1752592708,34533,435,"2025-07-15","11:18:28",28281.078,479.83878,2373.4045,38.8542,55.0003,28.5765,36.4062,0.00543962,11.5742,54.5005,98.25,-0.200246,15.8857,123,FALSE,NA,196,"BGS","bg",19,29,3.2,3.3,4.5,3.9,3.725,5.08,301.9976575,19.79203372,28.88,350.6696913,0.3506696913,0.914158774425954,0.3786696913,765.06324,0.0154359198957719,0.00810731966555996,0.998649125897371,0.999315640507404,1.27674412142262,2.25085250069463,0.0117394044104086,0.0147258056367608,"1871:1930",1,2.43085517762374,4.28550745883542
10,28,62,1606,1020,"2025-07-15 11:23:00",10,1752592982,35629,438,"2025-07-15","11:23:02",26970.971,427.95886,2031.0869,38.8493,55.0003,28.5785,36.4062,0.00529861,11.5802,54.5005,-509.75,-0.200246,15.8602,210,FALSE,NA,229,"BGS","hem",18.8,31,3.2,3.1,4.5,4.4,3.8,5.08,308.0781473,19.79203372,28.88,356.750181,0.356750181,0.848045523233245,0.384750181,765.06324,0.015673366298544,0.00810731966555996,0.986701887606102,0.973148089531524,0.605493231175327,0.103075076410117,0.0178435927269444,0.00434633085452289,"2061:2120",1,1.17056161530353,0.19926850000611
11,28,62,1606,1020,"2025-07-15 11:30:00",11,1752593423,37393,415,"2025-07-15","11:30:23",27267.551,483.15442,2045.5912,38.8534,54.9995,28.5613,36.406,0.00527237,11.578,54.5005,480.75,-0.200246,15.8092,31,FALSE,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985214963194967,NA,765.06324,NA,0.00810731966555996,0.996712772085751,0.997545764528524,0.940607582106141,0.151355445957212,NA,NA,"2298:2357",1,NA,NA
12,28,62,1606,1020,"2025-07-15 11:34:00",12,1752593670,38381,418,"2025-07-15","11:34:30",26073.387,432.51282,2043.106,38.8464,55.0003,28.5613,36.4062,0.00518132,11.5834,54.4998,-19.5,-0.200246,15.7837,31,FALSE,NA,215,"BGS","rm",26.7,8,3.6,3.6,4.4,4.4,4,5.08,324.2927866,19.79203372,28.88,372.9648203,0.3729648203,0.972487490697758,0.4009648203,765.06324,0.0163338935541444,0.00810731966555996,0.998848420352318,0.98952689578571,1.85817054681856,0.116109899972218,0.0166909553660326,0.00316003278879006,"2470:2529",1,3.74367376262624,0.233927712852503
13,28.7,61,1735,1020,"2025-07-15 11:40:00",13,1752594017,39769,418,"2025-07-15","11:40:17",27319.229,456.45581,2032.1335,38.8542,55.0003,28.581,36.406,0.00529598,11.5779,54.5011,65.25,-0.200246,15.7449,245,FALSE,NA,204,"BGS","rm",26.7,8,3.6,3.6,4.4,4.4,4,5.08,324.2927866,19.79203372,28.88,372.9648203,0.3729648203,0.887845863536563,0.4009648203,765.06324,0.016296014721983,0.00810731966555996,0.945450283126141,0.400682982542714,0.360620601833843,0.0104402361767106,0.0228621752981877,0.00336998752681242,"2770:2829",1,0.724860851546156,0.020985263867094
14,28.7,61,1735,1020,"2025-07-15 11:43:00",14,1752594236,40645,419,"2025-07-15","11:43:56",27014.654,434.03168,2028.7174,38.855,55.0003,28.567,36.406,0.00533188,11.5798,54.5011,-85.25,-0.200246,15.721,184,FALSE,NA,205,"BGS","rm",20.6,28,3.5,3.7,4.4,4.5,4.025,5.08,326.3196165,19.79203372,28.88,374.9916503,0.3749916503,0.979507742532087,0.4029916503,765.06324,0.0163783891594567,0.00810731966555996,0.998583163012657,0.959928454679093,0.842025348707977,0.0383290080578053,0.00841342603648438,0.00207733282975511,"2912:2971",1,1.70105773697946,0.0774321768430392
15,28.7,61,1735,1020,"2025-07-15 11:48:00",15,1752594497,41689,420,"2025-07-15","11:48:17",28397.721,519.75598,2039.5953,38.8641,55.0003,28.5588,36.4058,0.00550388,11.5746,54.5005,-95.75,-0.200246,15.6919,189,FALSE,NA,188,"BGS","rm",25.2,27,3.5,3.1,4.9,4.8,4.075,5.08,330.3732764,19.79203372,28.88,379.0453101,0.3790453101,0.99380647093807,0.4070453101,765.06324,0.0165431380262757,0.00810731966555996,0.998350407146519,0.972910441075665,2.10176078883023,0.0576527535426598,0.0228905784842328,0.00257757427344401,"3109:3168",1,4.28868235892252,0.117641526274418
16,28.8,61,1591,1020,"2025-07-15 11:53:00",16,1752594816,42965,421,"2025-07-15","11:53:36",29753.035,507.74438,2064.6804,38.8727,55.0001,28.5682,36.4062,0.00569793,11.569,54.5005,-15.25,-0.200246,15.6519,77,FALSE,NA,212,"BGS","rm",25,26,3.4,3.4,4.2,4.4,3.85,5.08,312.1318071,19.79203372,28.88,360.8038408,0.3608038408,0.867026923862892,0.3888038408,765.06324,0.0157965348774825,0.00810731966555996,0.988068994619559,0.961919114215182,0.630003564879136,0.03860146985274,0.0177116258207576,0.00196498220680532,"3390:3449",1,1.22751707050942,0.075212214394507
17,29.2,56,1455,1019,"2025-07-15 13:19:00",17,1752599966,63565,441,"2025-07-15","13:19:26",28313.197,418.51788,2449.562,38.885,55.001,28.5079,36.405,0.00551003,11.575,54.5002,-268.5,-0.201044,15.2086,145,FALSE,NA,225,"BGS","bg",25.7,25,5.6,5.5,5,5.1,5.3,5.08,429.6879423,19.79203372,28.88,478.359976,0.478359976,0.701420864497112,0.506359976,764.313178,0.020525310141306,0.00810731966555996,0.957209399849373,0.999351886162878,0.510214994442903,4.9110921061406,0.0358609973024894,0.0415760227960932,"3551:3610",1,1.29171186430108,12.4334173030407
18,29.6,56,1611,1019,"2025-07-15 13:25:00",18,1752600344,65077,439,"2025-07-15","13:25:44",28332.703,439.72318,2444.3601,38.8834,55.001,28.5362,36.4054,0.00546103,11.5726,54.4998,-66,-0.201044,15.1686,168,FALSE,NA,206,"BGS","hem",35.7,24,4.8,4.9,5.4,4.7,4.95,5.08,401.3123234,19.79203372,28.88,449.9843572,0.4499843572,0.691554548131707,0.4779843572,764.313178,0.0193495051400016,0.00810731966555996,0.257623327614454,0.880959854879412,0.0521537896637973,-0.0287931564323358,0.0277449537479927,0.00331693155513299,"3853:3912",1,0.12447393994554,-0.0687197928991332
19,29.6,56,1611,1019,"2025-07-15 13:32:00",19,1752600722,66589,423,"2025-07-15","13:32:02",28556.973,414.02603,2273.531,38.8883,55.0003,28.5247,36.4054,0.00551844,11.5749,54.5005,6.25,-0.201044,15.1317,212,FALSE,NA,197,"BGS","hem",21,10,4.7,4.2,4.1,5,4.5,5.08,364.829385,19.79203372,28.88,413.5014187,0.4135014187,0.969265250914207,0.4415014187,764.313178,0.0178726224860098,0.00810731966555996,0.996130626488983,0.887018075612019,0.35179471075299,-0.0997172714642912,0.00634670736500023,0.0103016223145409,"3950:4009",1,0.775533014267659,-0.219827171215055
20,29.7,54,1354,1019,"2025-07-15 13:38:00",20,1752601083,68033,425,"2025-07-15","13:38:03",30137.787,432.8428,2144.3096,38.8965,55.0003,28.542,36.405,0.00577345,11.5687,54.5005,-21.75,-0.201044,15.0952,216,FALSE,NA,200,"BGS","hem",26.1,11,4.2,4,4.4,4.6,4.3,5.08,348.6147456,19.79203372,28.88,397.2867793,0.3972867793,0.982918107487598,0.4252867793,764.313178,0.0172105454542651,0.00810731966555996,0.993049495629494,0.831501130827305,0.511695036676855,0.0224581439288704,0.0119326597662914,0.00281802132079615,"4214:4273",1,1.08624687945379,0.0476750545002169
