LABEL,DATE_TIME initial_value,COMMENT,VOLUME_TOTAL,VOLUME,COLLAR_HEIGHT,TA initial_value,FCH4_DRY LIN,FCO2_DRY LIN,FCH4_DRY LIN_R2,FCO2_DRY LIN_R2,FCO2_DRY LIN_SE,FCH4_DRY LIN_SE,DOY initial_value,SWC_2 mean,TS_2 mean,EC_2 mean,PA mean,CH4_DRY mean,CO2_DRY mean,OBSERVATION,FCO2_DRY LIN_dCdt,CH4_DRY DEADBAND,LATITUDE,LONGITUDE,FCH4_DRY LIN_CV,FCH4_DRY LIN_dCdt,FCO2_DRY LIN_CV
414,10/28/24 10:04,,6199.06,4244.1,6,3.25796,4.55765,6.85169,0.19441,0.24218,0.20952,0.16038,302.42005,0.5908,4.7,0.025,99,2024.629,438.06,60,0.8206,10,42.53742,-72.18294,29.40135,0.54585,25.55497
436,10/28/24 10:07,,6040.06,4244.1,5.5,2.90339,-3.91733,4.10261,0.33212,0.31351,0.10751,0.09838,302.42182,0.04995,4.7,0.00205,99,2105.545,446.55,60,0.50338,10,42.53733,-72.1828,20.49643,-0.48064,21.38551
435,10/28/24 10:09,,6199.06,4244.1,6,2.86995,1.32077,1.94506,0.40412,0.33549,0.04723,0.02767,302.42334,0.68565,4.635,0.024,99,2016.194,431.07,60,0.23249,10,42.53735,-72.18276,17.55981,0.15787,20.34224
438,10/28/24 10:14,,5404.06,4244.1,3.5,3.30098,2566.35878,0.39709,0.98186,0.56781,0.00687,6.91539,302.42641,0.6007,4.77667,0.02223,99.01,15926.04,427.35,60,0.05453,10,42.53733,-72.18267,2.23856,352.44689,12.63853
417,10/28/24 10:17,,6199.06,4244.1,6,2.95086,6.45744,2.76129,0.90831,0.5352,0.04439,0.03539,302.42847,0.12867,4.72667,0.0054,99,2050.398,434.96,60,0.33004,10,42.5375,-72.18276,4.71089,0.77182,13.49418
418,10/28/24 10:19,,6994.06,4244.1,8.5,3.54279,1.30561,0.74883,0.71729,0.67355,0.00799,0.01256,302.43015,0.4127,4.7,0.016,98.99,2013.965,427.98,60,0.07949,10,42.53748,-72.18274,9.12543,0.1386,10.10608
419,10/28/24 10:26,,6676.06,4244.1,7.5,3.36176,0.89651,1.04556,0.70377,0.6534,0.01222,0.00933,302.43515,0.313,4.5,0.01235,99,2012.351,428.07,60,0.11622,10,42.53753,-72.1825,9.4262,0.09965,10.56763
420,10/28/24 10:31,,6676.06,4244.1,7.5,3.76999,-192.57414,0.15617,0.26837,0.00024,0.1622,5.1111,302.43852,0.5438,4.42,0.02,99,2353.862,442.14,60,0.01739,10,42.53751,-72.18245,23.85634,-21.44637,932.65488
421,10/28/24 10:36,,6835.06,4244.1,8,3.78776,1.92361,2.57643,0.22686,0.25037,0.06999,0.05575,302.44233,0.54795,4.76833,0.02032,98.99,2020.426,438.14,60,0.28022,10,42.53746,-72.18235,26.66756,0.20922,24.9987
439,10/28/24 10:39,,6835.06,4244.1,8,3.5232,-0.02085,0.15641,0.02082,0.44323,0.00275,0.00224,302.44399,0.317,4.80833,0.013,98.99,2010.967,427.08,60,0.01699,10,42.5375,-72.18226,98.99189,-0.00226,16.21303
441,10/28/24 10:42,,5881.06,4244.1,5,3.47195,-24.93986,0.20206,0.92266,0.67811,0.00254,0.13157,302.44597,0.50013,4.80667,0.01313,99,2730.985,426.98,60,0.02551,10,42.53735,-72.18233,4.31558,-3.14858,10.00263
422,10/28/24 10:46,,6199.06,4244.1,6,3.86875,1.38105,1.59577,0.06694,0.05541,0.11408,0.08928,302.44909,0.51758,4.64167,0.02,99,2019.036,435.96,60,0.19144,10,42.5377,-72.18228,53.89932,0.16568,59.60283
423,10/28/24 10:50,,6517.06,4244.1,7,3.8832,36.81483,0.49052,0.99104,0.71691,0.00508,0.05767,302.45186,0.70958,4.74167,0.019,99.01,2121.472,427.1,60,0.05598,10,42.53785,-72.1822,1.74492,4.20131,9.13374
425,10/28/24 10:52,,5881.06,4244.1,5,3.5761,-3.1054,0.21467,0.90102,0.66723,0.00276,0.01876,302.45333,0.2992,4.74667,0.0106,99.01,2155.578,426.7,60,0.0271,10,42.53789,-72.18217,4.90376,-0.3921,10.25015
424,10/28/24 10:56,,6517.06,4244.1,7,4.18913,0.91876,0.24897,0.96471,0.38089,0.00523,0.0029,302.45582,0.38088,4.8,0.018,99,2015.127,427.23,60,0.02844,10,42.53791,-72.1821,2.96318,0.10494,18.4335
426,10/28/24 10:58,,6676.06,4244.1,7.5,3.99667,-0.52916,-0.22635,0.1503,0.00732,0.04237,0.02023,302.45736,0.23233,4.7,0.011,99.01,2013.441,428.5,60,-0.02521,10,42.53804,-72.18209,34.33555,-0.05895,168.04412
442,10/28/24 11:03,,6676.06,4244.1,7.5,4.47347,0.60959,0.04676,0.84406,0.09198,0.00237,0.00422,302.46089,0.46958,4.74167,0.013,99.01,2020.706,426.23,60,0.00522,10,42.53813,-72.18197,6.29671,0.06806,45.36269
427,10/28/24 11:09,,7153.06,4244.1,9,4.58448,0.27116,0.6776,0.17981,0.50882,0.01001,0.00871,302.46476,0.412,5,0.03,99.02,2012.548,428.63,60,0.07058,10,42.53818,-72.18189,30.84526,0.02824,14.22207
428,10/28/24 11:11,,6199.06,4244.1,6,4.29633,-2.69111,0.08206,0.2782,0.10431,0.00417,0.07512,302.46618,0.37793,5.1,0.019,99.02,2034.288,427.03,60,0.00985,10,42.53816,-72.18195,23.27398,-0.32309,42.30883
444,10/28/24 11:14,,6199.06,4244.1,6,4.15568,2.76152,2.88877,0.14488,0.09982,0.15025,0.11619,302.46811,0.51777,5.08167,0.0157,99.02,2013.144,430.68,60,0.34663,10,42.53817,-72.18188,35.08212,0.33136,43.35896
443,10/28/24 11:16,,6517.06,4244.1,7,4.38969,-0.33526,0.02275,0.48689,0.01467,0.00307,0.00567,302.46973,0.41925,5.4,0.016,99.02,2011.032,427.52,60,0.0026,10,42.53824,-72.18178,14.85632,-0.0383,118.27837
431,10/28/24 11:18,,6199.06,4244.1,6,4.5711,5.20289,0.25324,0.69398,0.78903,0.00227,0.05994,302.47146,0.4218,5.4,0.01683,99.01,2325.427,426.78,60,0.03044,10,42.53834,-72.18192,9.64496,0.62537,7.54074
429,10/28/24 11:22,,6676.06,4244.1,7.5,5.25067,6.44023,6.1353,0.58315,0.59054,0.08254,0.08798,302.47402,0.48068,5.6,0.018,99.01,2016.295,434.55,60,0.68679,10,42.53831,-72.18199,12.25069,0.72092,12.06704
895,10/29/24 9:39,,5563.06,4244.1,4,6.35346,-1.69813,1.89411,0.98614,0.99336,0.00301,0.00391,303.4024,0.119,10.19333,0.008,99.09,2021.289,461.69,60,0.25515,10,42.53808,-72.17737,2.02126,-0.22875,1.59689
892,10/29/24 9:41,,5881.06,4244.1,5,6.1775,-1.12266,0.42484,0.99155,0.88086,0.00287,0.00191,303.40369,0.058,9.88,0.0046,99.08,2025.883,447.62,60,0.0541,10,42.53808,-72.17732,1.71254,-0.14295,5.4161
889,10/29/24 9:43,,5881.06,4244.1,5,6.21156,-1.83951,1.2039,0.99664,0.86575,0.00872,0.00196,303.40488,0.056,9.47667,0.005,99.07,2017.126,448.53,60,0.15335,10,42.53811,-72.17732,1.36338,-0.23431,5.78479
893,10/29/24 9:47,,5722.06,4244.1,4.5,6.33926,-1.24177,1.41818,0.9867,0.50959,0.02631,0.00273,303.40785,0.198,8.76167,0.01,99.07,2016.051,444.13,60,0.18582,10,42.53809,-72.17738,1.99153,-0.16271,14.20043
880,10/29/24 9:50,,5563.06,4244.1,4,6.24182,-1.52609,1.12829,0.98877,0.95292,0.00488,0.00316,303.41041,0.12893,8.29333,0.009,99.07,2010.7,443.49,60,0.152,10,42.53814,-72.17736,1.87731,-0.20559,3.38366
876,10/29/24 9:52,,6199.06,4244.1,6,6.18921,-1.68323,1.46478,0.98526,0.80032,0.01276,0.00359,303.41174,0.08277,8.10167,0.00507,99.08,2011.482,443.34,60,0.17704,10,42.53815,-72.17743,2.06722,-0.20345,7.28938
905,10/29/24 9:55,,5563.06,4244.1,4,6.1692,-1.66393,0.49384,0.99323,0.00685,0.11559,0.00267,303.41341,0.0156,7.9,0.0026,99.08,2011.114,445.2,60,0.06649,10,42.53803,-72.17735,1.60518,-0.22403,173.84152
903,10/29/24 9:57,,5881.06,4244.1,5,6.17315,-2.31065,1.87024,0.99346,0.88614,0.01232,0.00345,303.41495,0.07832,7.8,0.00408,99.08,2007.827,443.25,60,0.2382,10,42.53801,-72.17733,1.58985,-0.2943,5.2844
288,10/29/24 10:11,,5563.06,4244.1,4,6.50817,-1.8273,1.0492,0.9947,0.23458,0.03682,0.00259,303.42457,0.35513,7.3,0.01233,99.23,2007.22,445.09,60,0.14124,10,42.53687,-72.17334,1.5048,-0.24598,26.09466
583,10/29/24 10:13,,5881.06,4244.1,5,6.6228,-2.96439,0.04787,0.99336,0.00016,0.06927,0.00446,303.42619,0.0776,7.4,0.0026,99.23,2000.081,442.88,60,0.0061,10,42.53673,-72.17329,1.5955,-0.37769,1135.78578
386,10/29/24 10:16,,5722.06,4244.1,4.5,6.65422,-2.6599,0.38808,0.99121,0.71864,0.00459,0.00473,303.42808,0.07448,7.45167,0.004,99.23,2004.579,438.23,60,0.05081,10,42.53663,-72.17319,1.73247,-0.34826,9.09495
380,10/29/24 10:18,,5563.06,4244.1,4,6.90875,-3.05161,0.30595,0.9943,0.00213,0.12871,0.0045,303.42953,0.102,7.56,0.0028,99.25,1997.555,445.72,60,0.04124,10,42.53667,-72.17307,1.53213,-0.41132,312.11166
529,10/29/24 10:23,,5881.06,4244.1,5,6.83653,-1.11699,3.55848,0.93956,0.72489,0.04031,0.00521,303.43279,0.2787,7.67,0.021,99.3,2009.334,442.07,60,0.45333,10,42.53739,-72.17245,3.81491,-0.1423,8.95659
544,10/29/24 10:25,,5722.06,4244.1,4.5,7.06609,-2.10005,1.87751,0.97568,0.98952,0.00366,0.00627,303.43451,0.09087,7.67833,0.00492,99.3,2001.784,441.66,60,0.24606,10,42.53727,-72.17244,2.51866,-0.27522,1.83258
362,10/29/24 10:29,,5563.06,4244.1,4,6.96139,-2.19802,3.67803,0.98034,0.24424,0.12584,0.00605,303.43698,0.156,7.83333,0.007,99.32,2000.67,458.13,60,0.49561,10,42.53732,-72.17217,2.30866,-0.29618,25.41278
366,10/29/24 10:31,,6199.06,4244.1,6,7.08757,-1.84439,1.93606,0.99511,0.9926,0.00292,0.00226,303.43874,0.13693,7.9,0.0062,99.32,2005.033,441.77,60,0.23422,10,42.53736,-72.1721,1.47467,-0.22313,1.6446
356,10/29/24 10:35,,5563.06,4244.1,4,6.90802,-1.42565,1.45406,0.98902,0.86774,0.01104,0.00292,303.44164,0.161,7.9,0.009,99.32,2005.701,441.39,60,0.196,10,42.53739,-72.17205,1.86117,-0.19217,5.73621
217,10/29/24 10:41,,5245.06,4244.1,3,6.95982,-1.30397,0.76182,0.98584,0.94555,0.00377,0.00322,303.44552,0.235,7.9,0.009,99.33,2007.192,436.06,60,0.10889,10,42.53744,-72.172,2.0357,-0.18638,3.62617
351,10/29/24 10:45,,5563.06,4244.1,4,6.8372,-1.97804,0.82573,0.99653,0.96321,0.00314,0.00227,303.44817,0.138,8.4,0.009,99.33,1999.662,436.11,60,0.11123,10,42.53743,-72.1721,1.36976,-0.26644,3.01823
318,10/29/24 10:49,,6040.06,4244.1,5.5,6.86401,-1.25247,3.44303,0.97292,0.49896,0.06177,0.00374,303.45071,0.218,8.29,0.013,99.33,2006.235,442.12,60,0.4271,10,42.538,-72.17217,2.63612,-0.15537,14.50368
309,10/29/24 10:53,,6199.06,4244.1,6,7.00382,-0.73556,1.49291,0.97578,0.72287,0.01614,0.00202,303.45347,0.179,8.09167,0.008,99.34,2005.458,438.79,60,0.18062,10,42.53799,-72.172,2.51446,-0.08899,9.00116
302,10/29/24 10:55,,6358.06,4244.1,6.5,6.96035,-2.95109,1.87773,0.97736,0.98286,0.00418,0.00757,303.45519,0.03354,8,0.00262,99.32,1997.861,440.86,60,0.22141,10,42.5381,-72.17199,2.42462,-0.34798,2.17053
677,10/29/24 11:02,,5563.06,4244.1,4,6.94865,-0.64522,3.29138,0.9287,0.18235,0.13556,0.00348,303.45994,0.264,7.7,0.013,99.34,2009.826,443.5,60,0.44353,10,42.53773,-72.17173,4.1406,-0.08695,30.58285
678,10/29/24 11:04,,6040.06,4244.1,5.5,7.04237,-1.02628,1.23511,0.89914,0.61762,0.01742,0.00616,303.46147,0.2076,7.82,0.0058,99.35,2005.438,440.28,60,0.15336,10,42.53773,-72.17177,4.95189,-0.12743,11.40759
933,10/29/24 11:11,,6517.06,4244.1,7,7.42212,-0.1567,2.98747,0.69259,0.17381,0.10839,0.00174,303.46604,0.25782,7.8,0.008,99.36,2005.07,443.17,60,0.34445,10,42.53793,-72.1724,9.67569,-0.01807,31.48726
236,10/29/24 11:13,,6040.06,4244.1,5.5,7.25102,-1.4367,0.74046,0.99394,0.96327,0.00259,0.00201,303.46793,0.3483,7.8,0.0109,99.36,2004.75,432.74,60,0.09197,10,42.53794,-72.17252,1.55582,-0.17845,3.01549
165,10/29/24 11:16,,5722.06,4244.1,4.5,7.311,-1.47796,1.22244,0.98754,0.2473,0.04038,0.00314,303.46979,0.16625,7.95833,0.00625,99.36,2003.338,440.13,60,0.16034,10,42.53807,-72.17252,1.94364,-0.19386,25.20388
175,10/29/24 11:19,,6358.06,4244.1,6.5,7.45736,-1.94771,1.80457,0.98428,0.96947,0.00546,0.0042,303.47153,0.225,8,0.009,99.36,1996.821,442.64,60,0.21323,10,42.53814,-72.17261,2.11592,-0.23014,2.77697
176,10/29/24 11:21,,5881.06,4244.1,5,7.59447,-1.29441,1.04638,0.97567,0.92817,0.00537,0.00377,303.47301,0.29978,8,0.014,99.35,1999.048,439,60,0.13372,10,42.53811,-72.17261,2.51901,-0.16542,4.15599
153,10/29/24 11:23,,6040.06,4244.1,5.5,7.6761,-1.40291,2.88893,0.98215,0.13124,0.13354,0.0034,303.47454,0.11458,8.1,0.006,99.36,2001.073,462.4,60,0.3596,10,42.53818,-72.17252,2.22169,-0.17462,37.15226
1,11/5/24 13:17,,6517.06,4244.1,7,18.40418,-0.47832,3.29833,0.95595,0.99444,0.00436,0.00182,310.55381,0.6167,17.58,0.022,97.83,2064.974,434.61,59,0.40436,10,42.53832,-72.18193,3.28213,-0.05864,1.52868
2,11/5/24 13:19,,6517.06,4244.1,7,18.61335,0.58812,3.14169,0.97721,0.97868,0.00821,0.00159,310.55525,0.6077,16.82333,0.021,97.83,2032.589,431.51,59,0.38546,10,42.53831,-72.18193,2.45584,0.07216,2.38956
3,11/5/24 13:21,,6199.06,4244.1,6,18.25937,-0.08277,1.44251,0.66196,0.98281,0.00355,0.0011,310.55684,0.42,16.26667,0.01333,97.83,2031.949,431.29,59,0.18591,10,42.5383,-72.18191,10.37111,-0.01067,2.19478
2,11/6/24 13:27,,5563.06,4244.1,4,23.85355,83.8102,2.1136,0.99882,0.93672,0.01174,0.06146,311.56065,0.72865,22.83,0.01235,97.27,2770.66,423.7,60,0.31302,10,42.53909,-72.17363,1.19408,12.41201,3.90562
1,11/6/24 13:30,,5881.06,4244.1,5,23.40143,72.48933,1.6143,0.82573,0.86862,0.01266,0.67135,311.56257,0.41423,21.45667,0.00645,97.26,3167.804,428.26,60,0.22547,10,42.53908,-72.17363,6.71931,10.12475,5.71762
3,11/6/24 13:32,,5563.06,4244.1,4,22.3109,4.09053,0.79059,0.51139,0.62109,0.0131,0.08481,311.56417,0.701,20.8,0.011,97.26,2082.283,420.21,59,0.11618,10,42.53908,-72.17364,14.15042,0.6011,11.32614
288,11/12/24 10:04,,5563.06,4244.1,4,6.62925,-1.01053,0.97529,0.91392,0.90147,0.00837,0.00805,317.41979,0.261,7.7,0.012,97.3,2002.452,436.32,59,0.13404,30,42.53686,-72.17346,5.90208,-0.13888,6.34271
583,11/12/24 10:08,,5881.06,4244.1,5,6.92422,-0.69648,0.73812,0.00598,0.00296,0.33321,0.22084,317.42252,0.1078,7.61833,0.00427,97.3,1996.977,438.29,60,0.09607,30,42.53679,-72.17338,243.61306,-0.09065,346.83085
386,11/12/24 10:13,,5722.06,4244.1,4.5,6.69841,-2.16178,0.90778,0.29872,0.05794,0.09249,0.08369,317.426,0.071,7.5,0.004,97.3,1998.084,435.49,59,0.12137,30,42.53666,-72.17327,28.97616,-0.28904,76.20978
380,11/12/24 10:16,,5563.06,4244.1,4,6.4409,-2.40164,0.5348,0.97035,0.87444,0.00526,0.0109,317.4278,0.121,7.4,0.0046,97.31,1998.327,431.48,59,0.07344,30,42.53671,-72.17309,3.4795,-0.32982,7.24416
529,11/12/24 10:21,,5881.06,4244.1,5,6.81607,1.33992,4.21332,0.05176,0.13286,0.26446,0.1409,317.43193,0.093,7.2,0.006,97.39,2005.087,440.11,59,0.54777,30,42.53739,-72.17253,80.89186,0.1742,48.29199
544,11/12/24 10:24,,5722.06,4244.1,4.5,7.25722,-1.57437,1.00355,0.97522,0.84905,0.0107,0.00635,317.43373,0.1368,7.2,0.0067,97.39,2000.909,439.89,60,0.13429,30,42.53724,-72.17252,3.20394,-0.21068,8.04278
362,11/12/24 10:27,,5563.06,4244.1,4,7.17303,-2.41155,0.07202,0.50103,0.00038,0.09596,0.06257,317.43583,0.09833,7.2,0.00493,97.41,2001.822,441.53,60,0.00991,30,42.5373,-72.17212,18.89098,-0.33177,968.50456
366,11/12/24 10:29,,6199.06,4244.1,6,7.54908,-1.4818,1.1703,0.99521,0.97115,0.00471,0.0024,317.4373,0.275,7.21,0.016,97.42,1996.219,435.12,60,0.14474,30,42.53736,-72.17216,1.70569,-0.18326,3.43523
356,11/12/24 10:32,,5563.06,4244.1,4,7.44807,-1.21343,1.08884,0.69594,0.35891,0.03787,0.02087,317.43896,0.10687,7.3,0.00707,97.42,2002.137,432.13,59,0.14993,30,42.53737,-72.17206,12.53906,-0.16709,25.28074
217,11/12/24 10:34,,5245.06,4244.1,3,7.35471,-1.51744,0.9702,0.97446,0.88102,0.00984,0.00678,317.44044,0.1158,7.4,0.0064,97.43,1998.801,434.3,59,0.14166,30,42.53744,-72.17202,3.24813,-0.22157,7.03022
351,11/12/24 10:37,,5563.06,4244.1,4,7.27684,-2.04482,0.97817,0.66014,0.28424,0.04036,0.03815,317.44303,0.20667,7.4,0.01133,97.43,1995.386,432.31,59,0.1346,30,42.53748,-72.17213,13.60363,-0.28137,30.00872
678,11/12/24 10:41,,6040.06,4244.1,5.5,7.3105,-0.75936,1.09045,0.92063,0.96481,0.00517,0.00554,317.44567,0.33773,7.17833,0.00983,95.84,1967.721,425.11,58,0.13816,30,42.53774,-72.17172,5.86073,-0.09621,3.90124
677,11/12/24 10:43,,5563.06,4244.1,4,7.48049,-0.96529,-0.08705,0.40749,0.00181,0.05321,0.03029,317.44713,0.16677,7.4,0.011,97.46,2001.471,439.31,59,-0.01199,30,42.53776,-72.17176,22.81428,-0.13291,443.88515
309,11/12/24 10:46,,6199.06,4244.1,6,7.53186,-0.96462,0.82842,0.95946,0.91686,0.00582,0.00463,317.44921,0.23,7.52333,0.01277,97.45,2003.504,435.85,59,0.10236,30,42.53795,-72.17201,4.03508,-0.11918,5.79454
302,11/12/24 10:49,,6358.06,4244.1,6.5,7.79545,-2.86084,1.68011,0.99467,0.98227,0.00515,0.00477,317.45089,0.07605,7.6,0.0036,97.44,1992.805,435,59,0.20265,30,42.53809,-72.17197,1.76178,-0.34506,2.7637
318,11/12/24 10:52,,6040.06,4244.1,5.5,7.47332,-1.66595,1.03726,0.42264,0.09842,0.07523,0.04666,317.45293,0.0234,7.6,0.0028,97.46,1999.575,441.53,60,0.13152,30,42.53798,-72.17217,22.11509,-0.21124,57.20837
933,11/12/24 10:56,,6517.06,4244.1,7,7.55866,1.75345,3.32466,0.19644,0.40101,0.09029,0.0788,317.45612,0.261,7.71833,0.012,97.48,2007.466,438.49,59,0.39091,30,42.53797,-72.17233,38.2382,0.20617,23.12272
236,11/12/24 10:59,,6040.06,4244.1,5.5,7.40041,-1.35701,0.51182,0.97657,0.76347,0.00682,0.00504,317.45804,0.1349,7.8,0.00575,97.48,2002.271,432.01,59,0.06487,30,42.53802,-72.17253,3.12392,-0.172,10.57516
165,11/12/24 11:01,,5722.06,4244.1,4.5,7.08161,-1.3941,0.55323,0.95612,0.28736,0.022,0.00754,317.45957,0.063,7.7,0.005,97.47,1997.15,432.42,59,0.07393,30,42.53809,-72.17252,4.19269,-0.18631,29.78097
175,11/12/24 11:03,,6358.06,4244.1,6.5,6.95198,-1.4746,0.87235,0.99086,0.95604,0.00425,0.00322,317.46098,0.15082,7.68167,0.006,97.48,1998.898,431.31,59,0.10485,30,42.53818,-72.1726,2.11729,-0.17723,4.19652
176,11/12/24 11:07,,5881.06,4244.1,5,6.74105,-1.13455,0.67638,0.94901,0.84152,0.0072,0.00645,317.46378,0.243,7.4,0.011,97.48,1999.799,431.08,59,0.08782,30,42.53821,-72.17269,4.51435,-0.14731,8.27357
153,11/12/24 11:10,,6040.06,4244.1,5.5,6.48759,-0.2106,0.19381,0.72723,0.38603,0.00583,0.00308,317.46545,0.09497,7.33833,0.00532,97.48,2003.615,428.6,59,0.02448,30,42.5382,-72.17257,11.62539,-0.0266,23.85817
895,11/12/24 11:26,,5563.06,4244.1,4,6.08209,-1.27805,1.53427,0.7226,0.61474,0.03148,0.02052,317.47705,0.042,7,0.004,97.27,2000.849,434.19,59,0.21042,30,42.5381,-72.17725,11.76004,-0.17528,15.00045
892,11/12/24 11:28,,5881.06,4244.1,5,6.10321,-0.32637,0.9619,0.08248,0.27393,0.03841,0.0267,317.47845,0.12,7,0.009,97.28,2002.959,434.36,59,0.12483,30,42.53811,-72.17727,63.04068,-0.04235,30.7867
889,11/12/24 11:32,,5881.06,4244.1,5,6.13288,-0.70078,0.59513,0.90072,0.76053,0.00819,0.00571,317.48108,0.029,7,0.004,97.28,2001.603,431.52,59,0.07725,30,42.53815,-72.17733,6.3687,-0.09096,10.66079
893,11/12/24 11:35,,5722.06,4244.1,4.5,5.98082,-1.20735,1.2701,0.98983,0.96725,0.00589,0.00308,317.48318,0.192,6.9,0.01,97.29,2000.32,434.48,59,0.16932,30,42.5381,-72.17736,2.20524,-0.16095,3.64512
880,11/12/24 11:37,,5563.06,4244.1,4,5.92843,-1.38863,0.79638,0.95938,0.76945,0.01129,0.0074,317.48449,0.073,6.9,0.005,97.29,1998.194,432.1,60,0.10916,30,42.53813,-72.17736,4.03958,-0.19035,10.40214
876,11/12/24 11:40,,6199.06,4244.1,6,6.12484,-0.90163,2.30851,0.35368,0.67671,0.03712,0.02835,317.48615,0.03858,6.8,0.004,97.3,1998.694,435.19,59,0.28417,30,42.53813,-72.17742,25.57035,-0.11099,13.10777
905,11/12/24 11:42,,5563.06,4244.1,4,5.74006,-2.0357,0.39968,0.84295,0.06092,0.04062,0.02275,317.48771,0.04305,6.8,0.0051,97.29,2000.876,434.45,60,0.05475,30,42.53809,-72.17743,8.23024,-0.27886,74.20717
903,11/12/24 11:44,,5881.06,4244.1,5,5.94794,-2.12812,1.43808,0.97471,0.94764,0.00828,0.0084,317.48905,0.0918,6.8,0.0064,97.29,1994.92,436.06,59,0.18648,30,42.53807,-72.17737,3.23429,-0.27596,4.57486
411,11/14/24 10:00,,6358.06,4244.1,6.5,2.48493,-0.09836,1.06032,0.72822,0.87459,0.00885,0.00132,319.41713,0.09165,3.3,0.0057,98.5,2007.188,437.97,60,0.12371,30,42.53722,-72.18339,11.59574,-0.01147,7.23781
412,11/14/24 10:07,,6517.06,4244.1,7,2.46523,0.32271,0.4853,0.92975,0.80946,0.00506,0.00191,319.42203,0.3,3,0.01433,98.48,2009.466,435.49,60,0.05523,30,42.53725,-72.1833,5.30628,0.03673,9.23268
413,11/14/24 10:12,,6676.06,4244.1,7.5,3.26965,0.52306,0.6621,0.93691,0.89962,0.00466,0.00286,319.42552,0.1275,2.885,0.0061,98.49,2008.18,434.97,59,0.07377,30,42.5373,-72.18326,5.02196,0.05828,6.40489
452,11/14/24 10:17,,5881.06,4244.1,5,2.89238,5.5933,0.65761,0.98555,0.75681,0.0089,0.01617,319.429,0.3657,3.08833,0.0116,98.49,2037.487,434.86,60,0.08309,30,42.53727,-72.18321,2.53162,0.70671,10.76726
433,11/14/24 10:24,,5881.06,4244.1,5,3.20075,-0.06196,0.14614,0.07722,0.0254,0.02164,0.00512,319.43353,0.66338,2.96167,0.02238,98.47,2004.429,432.24,59,0.01849,30,42.53752,-72.18309,65.33839,-0.00784,117.06766
432,11/14/24 10:28,,6358.06,4244.1,6.5,3.14061,-0.71519,0.37823,0.88933,0.06531,0.03164,0.00558,319.43626,0.53368,2.7,0.017,98.44,2123.461,433.59,59,0.04426,30,42.53746,-72.18313,6.75403,-0.08368,71.49898
414,11/14/24 10:31,,6199.06,4244.1,6,3.22951,-0.73578,0.57667,0.8739,0.78521,0.00684,0.00634,319.43878,0.43017,2.7,0.0126,98.43,2050.166,434.72,60,0.06924,30,42.53744,-72.18291,7.25982,-0.08835,9.94314
436,11/14/24 10:38,,6040.06,4244.1,5.5,3.31029,0.06901,0.30065,0.24538,0.14701,0.01688,0.00282,319.44309,0.49783,2.9,0.017,98.43,2008.95,433.85,60,0.03707,30,42.53737,-72.18281,33.15826,0.00851,45.53469
435,11/14/24 10:41,,6199.06,4244.1,6,3.46798,11.00188,1.90383,0.99131,0.60974,0.0346,0.0234,319.44529,0.531,2.9,0.016,98.41,2054.148,435.74,60,0.22885,30,42.5374,-72.18279,2.0745,1.32247,15.15798
438,11/14/24 10:46,,5404.06,4244.1,3.5,3.49018,92.92906,0.14385,0.98019,0.12971,0.00971,0.34426,319.44927,0.44605,2.895,0.012,98.41,3105.948,432.3,59,0.01983,30,42.5374,-72.18272,2.89684,12.81345,48.96373
434,11/14/24 10:54,,6040.06,4244.1,5.5,3.51017,-1.6437,0.69819,0.87815,0.52585,0.01546,0.01428,319.45454,0.08,2.9,0.005,98.38,2024.58,434.25,59,0.08618,30,42.5375,-72.183,7.12255,-0.20288,17.97773
417,11/14/24 10:57,,6199.06,4244.1,6,3.61208,4.54632,0.72352,0.9938,0.68474,0.01116,0.00816,319.45649,0.0288,3,0.00235,98.36,2043.277,438.45,59,0.08701,30,42.53752,-72.18285,1.84474,0.54674,12.86892
418,11/14/24 11:00,,6994.06,4244.1,8.5,3.74475,-1.99162,0.15353,0.6918,0.21229,0.00596,0.02679,319.45847,0.3094,2.9,0.012,98.36,2020.71,434.81,59,0.01637,30,42.53751,-72.18283,12.66024,-0.21239,36.41892
419,11/14/24 11:06,,6676.06,4244.1,7.5,4.01776,0.23099,0.10802,0.70226,0.09029,0.00725,0.00318,319.46272,0.2301,3.54333,0.01057,98.34,2011.339,433.33,60,0.01209,30,42.53757,-72.18259,12.35293,0.02585,59.99581
420,11/14/24 11:09,,6676.06,4244.1,7.5,4.02072,0.00475,0.41569,0.00197,0.69929,0.00576,0.00226,319.46516,0.42465,3.7,0.0143,98.33,2004.953,434.26,60,0.04651,30,42.53751,-72.18249,425.19263,0.00053,12.44015
421,11/14/24 11:12,,6835.06,4244.1,8,3.87766,0.50594,0.13585,0.96022,0.0936,0.00873,0.00213,319.46669,0.481,3.6,0.018,98.32,2010.631,434.3,60,0.01485,30,42.53752,-72.18243,3.99638,0.05529,58.81811
441,11/14/24 11:18,,5881.06,4244.1,5,4.40344,2.85115,0.03422,0.97986,0.00132,0.0226,0.00983,319.47108,0.44827,3.90667,0.013,98.31,2048.595,431.26,60,0.00435,30,42.53739,-72.18241,2.91781,0.36273,519.29053
